,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
1082,2020-08-31,21:09,Monday,PAPE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1083,2020-08-31,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1084,2020-08-31,22:19,Monday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,6116,No Operator Immediately Available - Not E.S.A. Related 
1085,2020-08-31,22:24,Monday,VAUGHAN MC STATION,MUNOA,5,10,S,YU,5511,No Operator Immediately Available - Not E.S.A. Related 
1086,2020-08-31,22:27,Monday,CHESTER STATION,SUROB,0,0,W,BD,0,Robbery
1087,2020-08-31,22:30,Monday,FINCH STATION,MUNOA,5,10,S,YU,5381,No Operator Immediately Available - Not E.S.A. Related 
1088,2020-08-31,22:52,Monday,CASTLE FRANK STATION,MUPLB,28,34,E,BD,5174,Fire/Smoke Plan B - Source TTC
1089,2020-08-31,22:55,Monday,FINCH STATION,MUNOA,5,10,S,YU,5546,No Operator Immediately Available - Not E.S.A. Related 
1090,2020-08-31,23:00,Monday,SHEPPARD TO EGLINTON S,MUO,0,0,N/A,YU,0,Miscellaneous Other
1091,2020-09-01,00:08,Tuesday,DAVISVILLE STATION,MUIR,3,8,N,YU,5791,Injured or ill Customer (On Train) - Medical Aid Refused
1092,2020-09-01,01:04,Tuesday,KIPLING STATION,SUDP,5,11,E,BD,5031,Disorderly Patron
1093,2020-09-01,02:08,Tuesday,WILSON YARD,TUO,0,0,S,YU,5926,Transportation Department - Other
1094,2020-09-01,05:30,Tuesday,LESLIE STATION,TUNIP,7,0,E,SHP,6146,Operator Not In Position
1095,2020-09-01,05:36,Tuesday,WOODBINE STATION,MUNCA,0,0,N/A,BD,0,
1096,2020-09-01,05:45,Tuesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,S,SRT,0,Weather Reports / Related Delays
1097,2020-09-01,05:47,Tuesday,DONLANDS STATION,MUNOA,5,10,W,BD,5230,No Operator Immediately Available - Not E.S.A. Related 
1098,2020-09-01,06:07,Tuesday,MCCOWAN STATION,ERNEA,5,10,S,SRT,0,No Equipment Available
1099,2020-09-01,06:19,Tuesday,GREENWOOD YARD,MUIE,0,0,N/A,BD,0,Injured Employee
1100,2020-09-01,06:29,Tuesday,WARDEN STATION,SUDP,5,8,E,BD,5289,Disorderly Patron
1101,2020-09-01,07:22,Tuesday,DUNDAS STATION,MUPAA,0,0,S,YU,5851,Passenger Assistance Alarm Activated - No Trouble Found
1102,2020-09-01,07:32,Tuesday,SHEPPARD-YONGE STATION,TUSC,0,0,E,SHP,6191,Operator Overspeeding
1103,2020-09-01,08:30,Tuesday,YONGE SHEP STATION,TUSC,0,0,W,SHP,6151,Operator Overspeeding
1104,2020-09-01,08:56,Tuesday,KEELE STATION,MUO,0,0,N/A,BD,0,Miscellaneous Other
1105,2020-09-01,09:16,Tuesday,LESLIE STATION,MUTD,0,0,E,SHP,6186,Training Department Related Delays
1106,2020-09-01,09:33,Tuesday,EGLINTON STATION,SUROB,4,7,S,YU,5741,Robbery
1107,2020-09-01,09:53,Tuesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0,No Operator Immediately Available - Not E.S.A. Related 
1108,2020-09-01,10:04,Tuesday,DUNDAS STATION,TUSC,0,0,N,YU,5731,Operator Overspeeding
1109,2020-09-01,10:22,Tuesday,ST ANDREW STATION,EUTRD,5,8,S,YU,5626,TR Cab Doors
1110,2020-09-01,11:50,Tuesday,PAPE STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
1111,2020-09-01,13:05,Tuesday,VAUGHAN MC STATION,MUNOA,3,6,S,YU,0,No Operator Immediately Available - Not E.S.A. Related 
1112,2020-09-01,13:11,Tuesday,SCARBOROUGH CTR STATIO,ERTC,16,23,N,SRT,3015,Train Control - VOBC
1113,2020-09-01,14:26,Tuesday,DON MILLS STATION,TUSC,0,0,E,SHP,6186,Operator Overspeeding
1114,2020-09-01,14:43,Tuesday,UNION STATION,MUATC,7,10,S,YU,5661,ATC Project
1115,2020-09-01,15:05,Tuesday,MCCOWAN STATION,ERNEA,5,10,S,SRT,3000,No Equipment Available
1116,2020-09-01,15:10,Tuesday,KENNEDY BD STATION,PUCSC,0,0,W,BD,5222,Signal Control Problem - Signals
1117,2020-09-01,15:16,Tuesday,KEELE STATION,PUSTS,6,9,E,BD,5281,Signals - Train Stops
1118,2020-09-01,15:20,Tuesday,PIONEER VILLAGE STATIO,MUO,0,0,N/A,YU,0,Miscellaneous Other
1119,2020-09-01,16:56,Tuesday,BROADVIEW STATION,MUPAA,0,0,E,BD,5011,Passenger Assistance Alarm Activated - No Trouble Found
1120,2020-09-01,17:59,Tuesday,SHEPPARD STATION,SUUT,5,8,S,YU,5536,Unauthorized at Track Level
1121,2020-09-01,18:15,Tuesday,KENNEDY BD STATION,EUPI,4,8,W,BD,5349,Propulsion System
1122,2020-09-01,18:33,Tuesday,BAYVIEW STATION,MUIS,0,0,N/A,SHP,0,Injured or ill Customer (In Station) - Transported
1123,2020-09-01,18:55,Tuesday,KENNEDY BD STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
1124,2020-09-01,19:07,Tuesday,COLLEGE STATION,MUPAA,0,0,N,YU,6096,Passenger Assistance Alarm Activated - No Trouble Found
1125,2020-09-01,20:24,Tuesday,YONGE BD STATION,SUDP,4,10,W,BD,5306,Disorderly Patron
1126,2020-09-01,21:45,Tuesday,LAWRENCE STATION,SUDP,0,0,S,YU,6101,Disorderly Patron
1127,2020-09-01,22:00,Tuesday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1128,2020-09-01,23:00,Tuesday,EGLINTON STATION,MUO,0,0,N/A,YU,0,Miscellaneous Other
1129,2020-09-01,23:07,Tuesday,LAWRENCE STATION,SUO,0,0,N,YU,6002,Passenger Other
1130,2020-09-01,23:14,Tuesday,YONGE BD STATION,MUIR,4,10,W,BD,5090,Injured or ill Customer (On Train) - Medical Aid Refused
1131,2020-09-02,01:45,Wednesday,KENNEDY BD STATION,PUCSC,0,0,W,BD,5247,Signal Control Problem - Signals
1132,2020-09-02,05:45,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0,Weather Reports / Related Delays
1133,2020-09-02,06:07,Wednesday,MCCOWAN STATION,ERNEA,5,10,S,SRT,0,No Equipment Available
1134,2020-09-02,06:30,Wednesday,QUEEN STATION,EUSC,0,0,N,YU,5881,Speed Control Equipment  
1135,2020-09-02,06:44,Wednesday,KENNEDY BD STATION,TUO,4,8,W,BD,5050,Transportation Department - Other
1136,2020-09-02,07:57,Wednesday,SPADINA YUS STATION,EUBK,3,6,N,YU,5436,Brakes
1137,2020-09-02,08:03,Wednesday,DUNDAS STATION,SUDP,0,0,N,YU,6096,Disorderly Patron
1138,2020-09-02,08:19,Wednesday,YORKDALE STATION,MUPLB,6,9,N,YU,5646,Fire/Smoke Plan B - Source TTC
1139,2020-09-02,08:20,Wednesday,CHESTER STATION,PUSRA,3,6,W,BD,5065,Subway Radio System Fault 
1140,2020-09-02,08:49,Wednesday,EGLINTON STATION,MUTO,4,7,S,YU,5381,Misc. Transportation Other - Employee Non-Chargeable
1141,2020-09-02,09:46,Wednesday,UNION STATION,MUPAA,0,0,S,YU,5581,Passenger Assistance Alarm Activated - No Trouble Found
1142,2020-09-02,10:21,Wednesday,SCARBOROUGH CTR STATIO,ERTC,5,10,N,SRT,3015,Train Control - VOBC
1143,2020-09-02,11:04,Wednesday,SHEPPARD STATION,SUAP,0,0,N,YU,6096,Assault / Patron Involved
1144,2020-09-02,11:10,Wednesday,KENNEDY BD STATION,MUTO,3,6,W,BD,5295,Misc. Transportation Other - Employee Non-Chargeable
1145,2020-09-02,11:28,Wednesday,BROADVIEW STATION,PUSO,3,6,W,BD,0,S/E/C Department Other
1146,2020-09-02,11:55,Wednesday,OSSINGTON STATION,PUSTS,3,6,E,BD,5217,Signals - Train Stops
1147,2020-09-02,12:03,Wednesday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
1148,2020-09-02,12:19,Wednesday,DON MILLS STATION,TUMVS,3,8,E,SHP,6146,Operator Violated Signal
1149,2020-09-02,12:26,Wednesday,VAUGHAN MC STATION,TUNIP,5,8,S,YU,5736,Operator Not In Position
1150,2020-09-02,14:03,Wednesday,YORK MILLS STATION,MUPAA,3,6,N,YU,5946,Passenger Assistance Alarm Activated - No Trouble Found
1151,2020-09-02,14:19,Wednesday,WELLESLEY STATION,SUUT,0,0,N,YU,6116,Unauthorized at Track Level
1152,2020-09-02,14:30,Wednesday,KENNEDY BD STATION,EUDO,3,6,W,BD,5121,Door Problems - Faulty Equipment
1153,2020-09-02,15:05,Wednesday,MCCOWAN STATION,ERNEA,5,10,S,SRT,3000,No Equipment Available
1154,2020-09-02,15:09,Wednesday,BAY STATION,MUI,12,15,W,BD,5335,Injured or ill Customer (On Train) - Transported
1155,2020-09-02,15:09,Wednesday,ST CLAIR STATION,SUDP,0,0,N,YU,5581,Disorderly Patron
1156,2020-09-02,15:33,Wednesday,YONGE SHEP STATION,MUIS,0,0,E,SHP,0,Injured or ill Customer (In Station) - Transported
1157,2020-09-02,15:40,Wednesday,EGLINTON STATION,SUO,4,7,N,YU,5841,Passenger Other
1158,2020-09-02,15:42,Wednesday,LAWRENCE WEST STATION,MUIR,4,8,S,YU,5871,Injured or ill Customer (On Train) - Medical Aid Refused
1159,2020-09-02,16:19,Wednesday,QUEEN STATION,EUSC,0,0,N,YU,5731,Speed Control Equipment  
1160,2020-09-02,16:24,Wednesday,DUNDAS STATION,MUPAA,0,0,N,YU,5801,Passenger Assistance Alarm Activated - No Trouble Found
1161,2020-09-02,16:32,Wednesday,OLD MILL STATION,MUPAA,0,0,E,BD,5159,Passenger Assistance Alarm Activated - No Trouble Found
1162,2020-09-02,17:14,Wednesday,KENNEDY BD STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
1163,2020-09-02,17:26,Wednesday,ST CLAIR WEST STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
1164,2020-09-02,17:37,Wednesday,OSSINGTON STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
1165,2020-09-02,18:00,Wednesday,GREENWOOD STATION,MUPAA,0,0,E,BD,5153,Passenger Assistance Alarm Activated - No Trouble Found
1166,2020-09-02,18:13,Wednesday,SHEPPARD STATION,SUDP,3,6,N,YU,5531,Disorderly Patron
1167,2020-09-02,18:24,Wednesday,ROYAL YORK STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1168,2020-09-02,18:27,Wednesday,FINCH STATION,SUDP,0,0,N,YU,5701,Disorderly Patron
1169,2020-09-02,18:43,Wednesday,ST CLAIR STATION,SUDP,3,6,S,YU,5536,Disorderly Patron
1170,2020-09-02,19:13,Wednesday,HIGHWAY 407 STATION,SUDP,4,7,S,YU,5666,Disorderly Patron
1171,2020-09-02,19:56,Wednesday,QUEEN STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
1172,2020-09-02,20:29,Wednesday,DON MILLS STATION,MUTD,0,0,E,SHP,6156,Training Department Related Delays
1173,2020-09-02,20:35,Wednesday,DON MILLS STATION,TUMVS,0,0,E,SHP,6191,Operator Violated Signal
1174,2020-09-02,20:35,Wednesday,FINCH STATION,EUSC,0,0,N,YU,5666,Speed Control Equipment  
1175,2020-09-02,20:53,Wednesday,DON MILLS STATION,MUTO,0,0,N/A,SHP,0,Misc. Transportation Other - Employee Non-Chargeable
1176,2020-09-02,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1177,2020-09-02,22:26,Wednesday,CASTLE FRANK STATION,SUAP,19,25,E,BD,5081,Assault / Patron Involved
1178,2020-09-02,22:46,Wednesday,QUEEN STATION,EUSC,0,0,N,YU,5666,Speed Control Equipment  
1179,2020-09-02,23:08,Wednesday,GREENWOOD STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
1180,2020-09-03,00:03,Thursday,KENNEDY SRT STATION,ERDO,4,11,N/A,SRT,3009,Door Problems - Faulty Equipment
1181,2020-09-03,04:34,Thursday,MCCOWAN STATION,ERNEA,6,12,S,SRT,0,No Equipment Available
1182,2020-09-03,05:42,Thursday,YORK MILLS STATION,TUSC,0,0,S,YU,5626,Operator Overspeeding
1183,2020-09-03,06:13,Thursday,DUNDAS STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
1184,2020-09-03,06:18,Thursday,LAWRENCE STATION TO YO,TUMVS,0,0,N,YU,6021,Operator Violated Signal
1185,2020-09-03,06:59,Thursday,MAIN STREET STATION,MUSC,0,0,W,BD,5218,Miscellaneous Speed Control
1186,2020-09-03,08:41,Thursday,MAIN STREET STATION,MUSC,0,0,W,BD,5218,Miscellaneous Speed Control
1187,2020-09-03,08:46,Thursday,RUNNYMEDE STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
1188,2020-09-03,09:00,Thursday,FINCH STATION,MUTO,3,6,S,YU,6031,Misc. Transportation Other - Employee Non-Chargeable
1189,2020-09-03,11:52,Thursday,EGLINTON STATION,EUOE,0,0,S,YU,6156,Rail Cars & Shops Opr. Error
1190,2020-09-03,11:52,Thursday,ST GEORGE YUS STATION,MUATC,4,7,S,YU,5751,ATC Project
1191,2020-09-03,11:56,Thursday,KENNEDY BD STATION,TUMVS,0,0,E,BD,5349,Operator Violated Signal
1192,2020-09-03,12:38,Thursday,ROYAL YORK STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
1193,2020-09-03,12:47,Thursday,JANE STATION,MUI,0,0,N/A,BD,5293,Injured or ill Customer (On Train) - Transported
1194,2020-09-03,13:02,Thursday,VAUGHAN MC STATION,PUSZC,51,54,N,YU,5836,Signals Zone Countroller Failure
1195,2020-09-03,13:07,Thursday,UNION STATION,MUPAA,0,0,N,YU,5996,Passenger Assistance Alarm Activated - No Trouble Found
1196,2020-09-03,14:35,Thursday,CASTLE FRANK STATION,MUPR1,150,154,W,BD,5171,Priority One - Train in Contact With Person
1197,2020-09-03,14:40,Thursday,ST CLAIR WEST STATION,MUPAA,0,0,N,YU,5756,Passenger Assistance Alarm Activated - No Trouble Found
1198,2020-09-03,17:19,Thursday,GREENWOOD STATION,EUNT,3,6,E,BD,5049,Equipment - No Trouble Found
1199,2020-09-03,17:49,Thursday,SHEPPARD WEST STATION,MUATC,4,7,S,YU,5666,ATC Project
1200,2020-09-03,18:05,Thursday,YONGE BD STATION,TUS,4,8,E,BD,5306,Crew Unable to Maintain Schedule
1201,2020-09-03,18:23,Thursday,PAPE STATION,SUUT,3,7,E,BD,5290,Unauthorized at Track Level
1202,2020-09-03,18:36,Thursday,SPADINA BD STATION,MUPAA,0,0,W,BD,5225,Passenger Assistance Alarm Activated - No Trouble Found
1203,2020-09-03,18:53,Thursday,BATHURST STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1204,2020-09-03,19:20,Thursday,EGLINTON STATION,SUDP,5,8,N,YU,5866,Disorderly Patron
1205,2020-09-03,19:34,Thursday,CASTLE FRANK STATION,SUDP,0,0,W,BD,5159,Disorderly Patron
1206,2020-09-03,21:48,Thursday,EGLINTON STATION,SUDP,0,0,N,YU,6096,Disorderly Patron
1207,2020-09-03,21:57,Thursday,ST CLAIR WEST STATION,SUAP,4,9,S,YU,6051,Assault / Patron Involved
1208,2020-09-03,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1209,2020-09-03,22:02,Thursday,OSGOODE STATION,MUATC,4,9,N,YU,5681,ATC Project
1210,2020-09-03,22:57,Thursday,QUEEN STATION,MUI,7,12,N,YU,5746,Injured or ill Customer (On Train) - Transported
1211,2020-09-03,23:00,Thursday,EGLINTON STATION,MUO,0,0,N/A,YU,0,Miscellaneous Other
1212,2020-09-03,23:24,Thursday,BLOOR STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
1213,2020-09-04,01:30,Friday,SHEPPARD WEST STATION,SUAE,8,13,S,YU,5946,Assault / Employee Involved
1214,2020-09-04,01:41,Friday,SPADINA YUS STATION,SUG,0,0,N,YU,5801,Graffiti / Scratchiti
1215,2020-09-04,01:46,Friday,SPADINA BD STATION,SUO,0,0,W,BD,5161,Passenger Other
1216,2020-09-04,05:32,Friday,DUNDAS STATION,SUO,0,0,N/A,YU,0,Passenger Other
1217,2020-09-04,06:07,Friday,MCCOWAN STATION,ERNEA,5,10,S,SRT,0,No Equipment Available
1218,2020-09-04,06:11,Friday,SHEPPARD WEST STATION,MUNOA,6,9,N,YU,0,No Operator Immediately Available - Not E.S.A. Related 
1219,2020-09-04,07:02,Friday,GREENWOOD STATION,MUSC,0,0,E,BD,5154,Miscellaneous Speed Control
1220,2020-09-04,07:50,Friday,DUFFERIN STATION,MUDD,3,6,E,BD,5165,Door Problems - Debris Related
1221,2020-09-04,09:13,Friday,KEELE STATION,EUBK,12,15,W,BD,5305,Brakes
1222,2020-09-04,09:28,Friday,KEELE STATION,MUPLB,3,6,W,BD,5323,Fire/Smoke Plan B - Source TTC
1223,2020-09-04,09:37,Friday,YORK MILLS STATION,TUSC,0,0,S,YU,6061,Operator Overspeeding
1224,2020-09-04,09:42,Friday,FINCH STATION,MUTO,3,6,S,YU,6036,Misc. Transportation Other - Employee Non-Chargeable
1225,2020-09-04,10:15,Friday,VAUGHAN MC STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
1226,2020-09-04,11:36,Friday,KENNEDY BD STATION,SUO,3,6,W,BD,5279,Passenger Other
1227,2020-09-04,12:21,Friday,VICTORIA PARK STATION,SUROB,8,11,W,BD,5225,Robbery
1228,2020-09-04,12:42,Friday,SHEPPARD STATION,EUPI,3,6,S,YU,5571,Propulsion System
1229,2020-09-04,12:44,Friday,VAUGHAN MC STATION,TUNIP,7,10,S,YU,5686,Operator Not In Position
1230,2020-09-04,13:14,Friday,BAY STATION,MUIR,5,8,E,BD,5007,Injured or ill Customer (On Train) - Medical Aid Refused
1231,2020-09-04,13:25,Friday,GREENWOOD CARHOUSE,EUO,0,0,N/A,BD,0,RC&S Other
1232,2020-09-04,13:26,Friday,EGLINTON STATION,EUSC,0,0,N,YU,5731,Speed Control Equipment  
1233,2020-09-04,14:48,Friday,SCARBOROUGH CTR STATIO,PREL,0,0,N/A,SRT,0,Escalator/Elevator Incident
1234,2020-09-04,14:52,Friday,YONGE BD STATION,SUO,0,0,E,BD,5161,Passenger Other
1235,2020-09-04,14:53,Friday,BLOOR STATION,SUO,0,0,S,YU,5886,Passenger Other
1236,2020-09-04,15:05,Friday,MCCOWAN STATION,ERNEA,5,10,S,SRT,0,No Equipment Available
1237,2020-09-04,15:30,Friday,BLOOR STATION,SUDP,4,8,N,YU,5926,Disorderly Patron
1238,2020-09-04,15:36,Friday,DUNDAS STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
1239,2020-09-04,15:40,Friday,VAUGHAN MC STATION,MUTO,3,6,S,YU,5706,Misc. Transportation Other - Employee Non-Chargeable
1240,2020-09-04,15:46,Friday,VAUGHAN MC STATION,TUNIP,5,8,S,YU,5861,Operator Not In Position
1241,2020-09-04,16:21,Friday,DONLANDS STATION,EUNT,3,6,E,BD,5247,Equipment - No Trouble Found
1242,2020-09-04,16:55,Friday,BLOOR STATION,SUAE,0,0,N,YU,0,Assault / Employee Involved
1243,2020-09-04,16:55,Friday,ISLINGTON STATION,MUDD,4,7,W,BD,5136,Door Problems - Debris Related
1244,2020-09-04,17:02,Friday,ISLINGTON STATION,TUMVS,0,0,E,BD,5179,Operator Violated Signal
1245,2020-09-04,17:27,Friday,FINCH STATION,MUNCA,0,0,N/A,YU,0,
1246,2020-09-04,18:38,Friday,DUFFERIN STATION,MUDD,0,0,W,BD,5192,Door Problems - Debris Related
1247,2020-09-04,19:19,Friday,VICTORIA PARK STATION,TUMVS,0,0,W,BD,5200,Operator Violated Signal
1248,2020-09-04,20:21,Friday,EGLINTON STATION,EUSC,0,0,N,YU,6011,Speed Control Equipment  
1249,2020-09-04,21:41,Friday,ROYAL YORK STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
1250,2020-09-04,21:58,Friday,ROYAL YORK STATION,SUPOL,6,12,E,BD,5344,Held By Polce - Non-TTC Related
1251,2020-09-04,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1252,2020-09-04,23:23,Friday,BATHURST STATION,MUIR,0,0,W,BD,5250,Injured or ill Customer (On Train) - Medical Aid Refused
1253,2020-09-04,23:50,Friday,YONGE BD STATION,SUUT,8,14,W,BD,5101,Unauthorized at Track Level
1254,2020-09-05,00:24,Saturday,EGLINTON STATION,SUO,5,10,N,YU,6026,Passenger Other
1255,2020-09-05,01:08,Saturday,QUEEN STATION,MUATC,10,16,S,YU,5651,ATC Project
1256,2020-09-05,02:14,Saturday,FINCH STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
1257,2020-09-05,06:16,Saturday,GREENWOOD STATION,EUSC,0,0,E,BD,5225,Speed Control Equipment  
1258,2020-09-05,08:16,Saturday,BATHURST STATION,SUDP,0,0,E,BD,5065,Disorderly Patron
1259,2020-09-05,10:28,Saturday,ST CLAIR WEST STATION,MUIR,19,24,S,YU,5666,Injured or ill Customer (On Train) - Medical Aid Refused
1260,2020-09-05,10:33,Saturday,YORK MILLS STATION,EUSC,0,0,N,YU,5671,Speed Control Equipment  
1261,2020-09-05,11:18,Saturday,WELLESLEY STATION,SUDP,7,10,N,YU,5531,Disorderly Patron
1262,2020-09-05,11:49,Saturday,BLOOR STATION,MUIR,0,0,S,YU,5386,Injured or ill Customer (On Train) - Medical Aid Refused
1263,2020-09-05,12:19,Saturday,KENNEDY BD STATION,PUCSC,3,7,W,BD,5189,Signal Control Problem - Signals
1264,2020-09-05,12:31,Saturday,KIPLING STATION,MUIR,5,9,E,BD,5163,Injured or ill Customer (On Train) - Medical Aid Refused
1265,2020-09-05,12:59,Saturday,FINCH STATION,MUSC,0,0,S,YU,6006,Miscellaneous Speed Control
1266,2020-09-05,15:31,Saturday,VAUGHAN MC STATION,MUNOA,4,8,S,YU,5746,No Operator Immediately Available - Not E.S.A. Related 
1267,2020-09-05,15:48,Saturday,BROADVIEW STATION,MUI,0,0,W,BD,5275,Injured or ill Customer (On Train) - Transported
1268,2020-09-05,16:19,Saturday,BLOOR STATION,MUIR,4,8,N,YU,5476,Injured or ill Customer (On Train) - Medical Aid Refused
1269,2020-09-05,16:42,Saturday,DOWNSVIEW PARK STATION,MUIR,3,7,S,YU,5706,Injured or ill Customer (On Train) - Medical Aid Refused
1270,2020-09-05,17:12,Saturday,ISLINGTON STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1271,2020-09-05,17:16,Saturday,VICTORIA PARK STATION,TUMVS,7,11,W,BD,5044,Operator Violated Signal
1272,2020-09-05,18:01,Saturday,WARDEN STATION,MUDD,3,7,E,BD,5179,Door Problems - Debris Related
1273,2020-09-05,18:02,Saturday,KIPLING STATION,TUMVS,4,8,W,BD,5044,Operator Violated Signal
1274,2020-09-05,18:46,Saturday,ST CLAIR WEST STATION,SUDP,3,6,N,YU,6004,Disorderly Patron
1275,2020-09-05,18:54,Saturday,GREENWOOD CARHOUSE,SUG,0,0,N/A,BD,5309,Graffiti / Scratchiti
1276,2020-09-05,18:55,Saturday,ST GEORGE BD STATION,MUPAA,0,0,W,BD,5148,Passenger Assistance Alarm Activated - No Trouble Found
1277,2020-09-05,19:17,Saturday,JANE STATION,TUMVS,0,0,E,BD,5284,Operator Violated Signal
1278,2020-09-05,19:27,Saturday,DUFFERIN STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1279,2020-09-05,19:45,Saturday,COLLEGE STATION,TUOS,4,9,N,YU,6051,Operator Overshot Platform
1280,2020-09-05,20:08,Saturday,GREENWOOD STATION,MUNCA,0,0,N/A,BD,0,
1281,2020-09-05,20:22,Saturday,YONGE SHEP STATION,PUOPO,6,11,E,SHP,6161,OPTO (COMMS) Train Door Monitoring
1282,2020-09-05,20:57,Saturday,PAPE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
1283,2020-09-05,21:22,Saturday,BATHURST STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
1284,2020-09-05,21:33,Saturday,EGLINTON STATION,EUSC,0,0,S,YU,5876,Speed Control Equipment  
1285,2020-09-05,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
1286,2020-09-05,22:42,Saturday,SPADINA BD STATION,SUAP,0,0,E,BD,5290,Assault / Patron Involved
1287,2020-09-05,22:43,Saturday,SPADINA YUS STATION,SUAP,0,0,S,YU,6131,Assault / Patron Involved
1288,2020-09-05,23:34,Saturday,WILSON STATION,MUNOA,5,10,N,YU,5566,No Operator Immediately Available - Not E.S.A. Related 
1289,2020-09-06,01:44,Sunday,WILSON STATION,MUIR,0,0,S,YU,5901,Injured or ill Customer (On Train) - Medical Aid Refused
1290,2020-09-06,02:10,Sunday,KENNEDY BD STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
1291,2020-09-06,02:14,Sunday,BAYVIEW STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
1292,2020-09-06,03:45,Sunday,KEELE YARD,SUG,0,0,W,BD,5273,Graffiti / Scratchiti
1293,2020-09-06,05:39,Sunday,UNION STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
1294,2020-09-06,08:05,Sunday,YONGE BD STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
1295,2020-09-06,08:32,Sunday,GREENWOOD STATION,EUYRD,4,8,E,BD,5150,Yard/Carhouse Related Problems
1296,2020-09-06,08:38,Sunday,BAYVIEW STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
1297,2020-09-06,08:41,Sunday,GREENWOOD STATION,EULV,4,8,E,BD,5183,Low Voltage
1298,2020-09-06,12:40,Sunday,BAYVIEW STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
1299,2020-09-06,14:09,Sunday,BAYVIEW STATION,MUSC,0,0,W,SHP,6176,Miscellaneous Speed Control
1300,2020-09-06,14:14,Sunday,YORK MILLS STATION,TUSC,0,0,S,YU,5611,Operator Overspeeding
1301,2020-09-06,14:52,Sunday,EGLINTON STATION,SUUT,0,0,N,YU,5501,Unauthorized at Track Level
1302,2020-09-06,17:10,Sunday,DUNDAS WEST STATION,MUNCA,0,0,N/A,BD,0,
1303,2020-09-06,18:41,Sunday,SHEPPARD STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
1304,2020-09-06,18:41,Sunday,YORK MILLS STATION,TUSC,4,9,S,YU,5866,Operator Overspeeding
1305,2020-09-06,19:20,Sunday,COLLEGE STATION,MUIS,10,15,N,YU,6096,Injured or ill Customer (In Station) - Transported
1306,2020-09-06,19:45,Sunday,EGLINTON STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
1307,2020-09-06,20:22,Sunday,PAPE STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
